,id,name,comics.available,series.available,stories.available,events.available
13,1010869,Masked Marvel (Unrevealed),3,2,2,0
14,1010367,Masque,35,12,34,3
15,1010732,Master Chief,6,3,6,0
16,1009433,Master Mold,9,6,9,0
17,1009434,Mastermind,46,21,42,1
18,1011279,Masters of Evil,24,8,23,0
19,1010877,Mathemanic,0,0,0,0
20,1009677,Matsu'o Tsurayaba,0,0,0,0
21,1009463,Matthew Murdock,28,13,35,1
22,1010793,Mattie Franklin,0,0,0,0
23,1009436,Mauler,5,4,7,0
24,1010947,Maverick (Chris Bradley),5,2,5,0
25,1009437,Maverick (Christoph Nord),7,3,6,0
26,1011305,Maximus,28,13,28,5
27,1009490,May Parker,168,41,185,5
28,1009438,Medusa,164,78,177,10
29,1011399,Meggan,21,13,22,1
30,1009439,Meltdown,70,12,95,1
31,1011241,Menace,41,4,52,1
32,1011099,Mentallo,3,2,3,0
33,1011184,Mentor,2,2,2,1
34,1009440,Mephisto,119,52,136,3
35,1009441,Mephistopheles,0,0,0,0
36,1010681,Mercury,20,11,17,2
37,1009442,Mesmero,32,21,30,0
38,1009443,Metal Master,0,0,0,0
39,1010361,Meteorite,1,1,1,0
40,1011340,MI: 13,0,0,0,0
41,1009444,Micro/Macro,0,0,0,0
42,1010690,Microbe,6,1,12,0
43,1011134,Microchip,12,5,12,0
44,1010871,Micromax,6,4,5,0
45,1010891,Midnight (Earth-811),0,0,0,0
46,1010924,Miek,3,2,3,1
47,1009530,Mikhail Rasputin,10,6,13,1
48,1011192,Millenium Guard,0,0,0,0
49,1010894,Millie the Model,31,3,289,0
50,1009445,Mimic,36,13,41,1
51,1011204,Mindworm,1,1,2,0
52,1013727,Miracleman,0,0,0,0
53,1011424,Miss America,50,5,52,0
54,1009446,Mister Fear,4,3,5,0
55,1009447,Mister Sinister,109,51,111,6
56,1017318,Mister Sinister (Deadpool),0,0,0,0
57,1010948,Mister Sinister (House of M),0,0,0,0
58,1011254,Mister Sinister (Ultimate),3,1,6,0
59,1010682,Misty Knight,174,61,190,6
60,1011220,Mockingbird,91,41,93,5
61,1009410,Moira MacTaggert,35,21,30,3
62,1010941,Moira MacTaggert (Ultimate),2,1,4,0
63,1009448,Mojo,51,31,55,2
64,1009449,Mole Man,68,41,76,1
65,1011019,Molecule Man,9,6,10,1
66,1010691,Molly Hayes,17,10,15,2
67,1009541,Molly Von Richtofen,2,1,2,0
68,1011370,Molten Man,7,4,7,1
69,1010876,Mongoose,2,2,3,0
70,1009450,Mongu (Unrevealed),0,0,0,0
71,1010331,Monster Badoon,2,1,2,0
72,1017814,Moon Girl (Lunella Layfayette),87,32,90,1
73,1009452,Moon Knight,309,95,369,6
74,1010949,Moon Knight (House of M),1,1,1,0
75,1014998,Moon Knight (Ultimate),8,4,8,0
76,1009451,Moondragon,78,30,93,4
77,1010362,Moonstone,38,20,42,4
78,1009454,Morbius,109,45,121,3
79,1010902,Mordo,1,1,2,0
80,1009455,Morg,6,2,6,0
81,1013190,Morgan Le Fay,14,9,13,1
82,1009623,Morgan Stark,4,2,7,0
83,1011008,Morlocks,9,6,10,0
84,1011088,Morlun,7,5,12,2
85,1009456,Morph,21,12,23,1
86,1009457,Mother Askani,9,3,11,0
87,1009458,Mr. Bumpo,0,0,0,0
88,1009459,Mr. Fantastic,587,180,783,20
89,1010950,Mr. Fantastic (Ultimate),52,21,68,0
90,1010900,Mr. Fish,1,1,1,0
91,1009460,Mr. Fixit,25,3,39,1
92,1010347,Mr. Hyde,34,18,46,2
93,1010840,Mr. Immortal,6,3,6,0
94,1014984,Mr. Meugniot,0,0,0,0
95,1011244,Mr. Negative,27,8,32,2
96,1009461,Mr. Payback,0,0,0,0
97,1009462,Mr. X,7,5,6,0
98,1017824,Ms. America (America Chavez),70,24,71,1
99,1017577,Ms. Marvel (Kamala Khan),240,84,242,2
0,1011372,MS2,0,0,0,0
1,1011210,Mulholland Black,11,2,19,1
2,1011056,Multiple Man,53,16,63,2
3,1010826,MVP,4,3,6,1
4,1009464,Mysterio,90,35,99,1
5,1010951,Mysterio (Daniel Berkhart),0,0,0,0
6,1010952,Mysterio (Francis Klum),2,2,1,0
7,1009465,Mystique,198,74,243,10
8,1010953,Mystique (Age of Apocalypse),2,1,2,1
9,1010954,Mystique (House of M),1,1,1,1
10,1011129,Mystique (Ultimate),11,5,17,0
11,1013483,Nakia (Nakia),2,2,2,0
12,1009466,Namor,331,129,377,16
13,1009468,Namora,50,17,90,3
14,1009469,Namorita,66,22,74,7
15,1014978,Naoko,0,0,0,0
16,1009547,Natasha Romanoff,19,8,20,1
17,1010365,Nebula,30,18,30,2
18,1011302,Nehzno,0,0,0,0
19,1011422,Nekra,4,1,4,0
20,1011086,Nemesis,35,6,55,1
21,1010831,Network,0,0,0,0
22,1010815,New Goblin,0,0,0,0
23,1011336,New Mutants,283,56,461,16
24,1010683,New Warriors,112,21,149,4
25,1011271,New X-Men,46,12,51,1
26,1011269,Newton Destine,3,2,2,0
27,1011303,Next Avengers,1,1,1,0
28,1010685,Nextwave,13,2,12,0
29,1009471,Nick Fury,531,200,606,10
30,1017298,Nick Fury (LEGO Marvel Super Heroes),0,0,0,0
31,1011007,Nick Fury (Ultimate),84,33,106,0
32,1010746,Nico Minoru,25,12,24,1
33,1010706,Nicolaos,2,1,2,0
34,1011282,Night Nurse (Earth-9997),0,0,0,0
35,1014057,Night Nurse (Linda Carter),11,6,9,0
36,1010684,Night Thrasher,46,12,70,4
37,1014063,Night Thrasher (Dwayne Taylor),14,4,20,0
38,1009472,Nightcrawler,626,187,738,17
39,1011337,Nightcrawler (Ultimate),38,8,64,0
40,1010349,Nighthawk,59,24,62,1
41,1009473,Nightmare,59,25,74,4
42,1011124,Nightshade,3,2,3,0
43,1011409,Nine-Fold Daughters of Xao,1,1,1,0
44,1010797,Nitro,7,6,6,1
45,1009474,Nocturne,33,14,34,1
46,1009475,Nomad,22,13,24,0
47,1011427,Nomad (Rikki Barnes),16,4,20,0
48,1010955,Nomad (Steve Rogers),4,2,6,0
49,1009325,Norman Osborn,191,80,222,5
50,1010063,Norrin Radd,0,0,0,0
51,1009476,Northstar,107,31,123,6
52,1009477,Nova,193,65,266,11
53,1010956,Nova (Frankie Raye),7,5,7,0
54,1017078,Nova (Sam Alexander),110,21,113,4
55,1016837,Nova (USM),0,0,0,0
56,1010707,Nuke,12,7,14,0
57,1009620,Obadiah Stane,4,2,7,0
58,1009480,Odin,219,86,268,7
59,1009481,Ogun,7,4,9,0
60,1017840,Okoye,8,3,8,0
61,1010882,Old Lace,13,7,13,0
62,1017810,Old Man Logan (Earth-807128),156,43,157,1
63,1014160,Omega (Michael Pointer),1,1,2,1
64,1010757,Omega Flight,10,3,13,1
65,1009482,Omega Red,62,24,67,1
66,1011329,Omega Sentinel,1,1,1,0
67,1011123,Omega the Unknown,16,5,15,0
68,1009483,Onslaught,46,27,41,1
69,1011255,Onslaught (Ultimate),0,0,0,0
70,1009484,Oracle,20,13,12,0
71,1011202,Ord,11,5,9,0
72,1009485,Orphan,14,2,22,0
73,1010957,Orphan-Maker,19,2,19,1
74,1009479,Otto Octavius,9,6,9,0
75,1014198,Outlaw (Inez Temple),14,6,14,0
76,1011228,Outlaw Kid,3,1,3,0
77,1010332,Overlord,0,0,0,0
78,1011028,Owl,19,16,21,1
79,1009488,Ozymandias,15,12,11,1
80,1011150,Paibok,4,2,7,0
81,1010873,Paladin,24,14,26,2
82,1010708,Pandemic,2,2,1,0
83,1011321,Paper Doll,3,1,4,0
84,1010357,Patch,5,2,5,0
85,1009492,Patriot,81,16,81,2
86,1011351,Payback,0,0,0,0
87,1017857,Peggy Carter (Captain Carter),15,7,15,0
88,1014267,Penance (Monet St. Croix),17,5,17,0
89,1009493,Penance (Robert Baldwin),67,20,84,6
90,1009494,Pepper Potts,85,20,122,2
91,1009495,Pestilence,10,2,13,1
92,1011388,Pet Avengers,14,4,24,0
93,1010779,Pete Wisdom,22,9,22,0
94,1009491,Peter Parker,195,35,204,4
95,1010734,Peter Quill,7,5,6,1
96,1011021,Phalanx,3,2,3,0
97,1011419,Phantom Reporter,2,2,2,0
98,1017839,Phil Coulson (Phil Coulson),4,4,7,0
99,1011369,Phil Sheldon,8,3,14,0
0,1014318,Phoenix Force,15,7,17,0
1,1011045,Photon,31,11,34,0
2,1010741,Phyla-Vell,2,1,2,0
3,1010886,Piledriver,6,3,5,0
4,1010762,Pip,18,9,17,1
5,1011179,Pixie,47,15,48,4
6,1009498,Plazm,2,2,2,0
7,1009499,Polaris,271,70,314,10
8,1009501,Post,13,8,11,1
9,1016840,Power Man (USM),0,0,0,0
10,1010770,Power Pack,137,38,164,4
11,1011151,Praxagora,3,1,3,1
12,1011152,Preak,3,1,3,1
13,1009502,Pretty Boy,3,2,2,0
14,1011104,Pride,10,5,10,0
15,1014989,Prima,0,0,0,0
16,1011234,Prince of Orphans,11,3,16,1
17,1010750,Princess Powerful,0,0,0,0
18,1009503,Prism,5,4,5,1
19,1011030,Prodigy,28,9,30,3
20,1014434,Prodigy (David Alleyne),10,2,17,0
21,1011153,Proemial Gods,0,0,0,0
22,1011378,Professor Monster,0,0,0,0
23,1009504,Professor X,422,134,426,15
24,1010958,Professor X (Ultimate),16,1,18,0
25,1009505,Proteus,16,10,14,1
26,1010960,Proteus (House of M),0,0,0,0
27,1010959,Proteus (Ultimate),5,3,3,0
28,1009506,Proudstar,5,3,6,0
29,1009507,Prowler,25,11,23,3
30,1010961,Prowler (Rick Lawson),0,0,0,0
31,1009511,Psycho-Man,11,8,10,0
32,1009512,Psylocke,431,102,501,21
33,1009510,PsyNapse,4,2,4,0
34,1009513,Puck,76,21,92,2
35,1010962,Puck (Zuzha Yu),12,1,24,0
36,1010865,Puff Adder,0,0,0,0
37,1011165,pug,0,0,0,0
38,1009514,Puma,31,13,34,2
39,1009515,Punisher,737,203,948,9
40,1009517,Punisher (2099),6,5,6,0
41,1017306,Punisher (Marvel: Avengers Alliance),0,0,0,0
42,1009519,Puppet Master,41,21,50,1
43,1011207,Purifiers,12,5,16,2
44,1009520,Purple Man,26,14,26,2
45,1009522,Pyro,58,23,63,5
46,1014528,Quake (Daisy Johnson),39,12,40,5
47,1009523,Quasar (Phyla-Vell),106,30,166,7
48,1010778,Quasar (Wendell Vaughn),40,19,42,5
49,1010334,Quasimodo,10,9,9,0
50,1011191,Queen Noir,0,0,0,0
51,1009387,Quentin Quire,65,14,66,1
52,1009524,Quicksilver,373,131,396,11
53,1010964,Quicksilver (Age of Apocalypse),4,3,3,1
54,1010963,Quicksilver (Ultimate),32,13,48,0
55,1009430,Rachel Grey,88,34,95,8
56,1009526,Radioactive Man,28,19,25,2
57,1011280,Rafael Vega,0,0,0,0
58,1010817,Rage,37,9,43,5
59,1009527,Raider,0,0,0,0
60,1009528,Randall,7,3,11,0
61,1011326,Randall Flagg,1,1,1,0
62,1010767,Random,3,3,2,0
63,1010838,Rattler,0,0,0,0
64,1011154,Ravenous,5,2,5,1
65,1010892,Rawhide Kid,125,7,375,0
66,1009531,Raza,35,13,31,2
67,1009532,Reaper,18,8,21,1
68,1009533,Reavers,16,5,15,0
69,1015000,Reavers (Ultimate),2,2,1,0
70,1011249,Red 9,0,0,0,0
71,1009534,Red Ghost,15,13,15,0
72,1011238,Red Ghost (Ultimate),0,0,0,0
73,1014666,Red Guardian (Alexei Shostakov),7,5,6,0
74,1011360,Red Hulk,100,28,135,5
75,1017099,Red Hulk (HAS),1,1,1,0
76,1011436,Red She-Hulk,41,10,44,4
77,1011155,Red Shift,2,1,2,1
78,1009535,Red Skull,173,88,210,7
79,1010965,Red Skull (Albert Malik),0,0,0,0
80,1010837,Red Wolf,24,11,27,1
81,1011390,Redwing,22,9,32,0
82,1011376,Reptil,56,9,68,3
83,1011189,Retro Girl,1,1,1,0
84,1011330,Revanche,1,1,1,0
85,1009537,Rhino,74,45,81,2
86,1009702,Rhodey,12,7,18,0
87,1011401,Richard Fisk,0,0,0,0
88,1009379,Rick Jones,194,43,261,5
89,1015006,Rick Jones (Ultimate),0,0,0,0
90,1011348,Ricochet,7,2,7,0
91,1009542,Rictor,119,24,126,5
92,1009543,Riptide,11,7,9,2
93,1009544,Risque,13,5,12,1
94,1009545,Robbie Robertson,69,24,71,1
95,1010792,Robert Baldwin ,0,0,0,0
96,1009235,Robin Chapel,0,0,0,0
97,1010744,Rocket Raccoon,93,43,103,4
98,1017314,Rocket Raccoon (Marvel Heroes),0,0,0,0
99,1010769,Rocket Racer,1,1,1,0
0,1010692,Rockslide,28,14,31,3
1,1009546,Rogue,630,164,784,25
2,1010967,Rogue (Age of Apocalypse),9,4,9,1
3,1017319,Rogue (Deadpool),0,0,0,0
4,1010966,Rogue (Ultimate),36,9,59,0
5,1017478,Rogue (X-Men: Battle of the Atom),0,0,0,0
6,1010781,Roland Deschain,10,6,10,0
7,1011398,Romulus,22,7,23,1
8,1010344,Ronan,56,26,62,5
9,1010710,Ronin,16,10,17,2
10,1011117,Roughhouse,7,3,5,0
11,1009549,Roulette,1,1,2,0
12,1009595,Roxanne Simpson,0,0,0,0
13,1009311,Rumiko Fujikawa,8,1,13,0
14,1010747,Runaways,137,36,170,1
15,1009551,Russian,0,0,0,0
16,1009552,S.H.I.E.L.D.,165,72,196,1
17,1009553,Sabra,21,13,21,0
18,1009554,Sabretooth,309,113,326,8
19,1010969,Sabretooth (Age of Apocalypse),21,7,21,1
20,1010970,Sabretooth (House of M),1,1,1,1
21,1010968,Sabretooth (Ultimate),23,7,39,0
22,1009555,Sage,39,16,44,0
23,1011325,Salem's Seven (Ultimate),4,1,8,0
24,1011126,Sally Floyd,7,3,6,1
25,1011156,Salo,1,1,1,1
26,1009558,Sandman,120,45,150,0
27,1010711,Santa Claus,2,2,4,0
28,1009559,Saracen (Muzzafar Lambert),0,0,0,0
29,1009560,Sasquatch (Walter Langkowski),96,35,114,4
30,1011035,Satana,33,15,48,0
31,1009561,Sauron,62,27,66,1
32,1011048,Scalphunter,26,7,26,2
33,1010861,Scarecrow (Ebenezer Laughton),13,12,13,0
34,1011197,Scarlet Spider (Ben Reilly),77,29,82,0
35,1011426,Scarlet Spider (Kaine),82,20,89,1
36,1009562,Scarlet Witch,544,188,614,17
37,1010972,Scarlet Witch (Age of Apocalypse),0,0,0,0
38,1017308,Scarlet Witch (Marvel Heroes),0,0,0,0
39,1010971,Scarlet Witch (Ultimate),29,14,41,0
40,1010790,Scorpion (Carmilla Black),9,3,9,1
41,1009563,Scorpion (Mac Gargan),37,17,36,1
42,1011079,Scorpion (Ultimate),1,1,1,0
43,1009565,Scourge,8,5,9,0
44,1011230,Scrambler,2,2,2,1
45,1009566,Scream (Donna Diego),10,5,10,0
46,1011242,Screwball,9,4,14,0
47,1009581,Sebastian Shaw,41,22,42,5
48,1011368,Secret Warriors,42,8,70,3
49,1009568,Selene,27,15,28,1
50,1009569,Senator Kelly,1,1,1,0
51,1009570,Sentinel,65,28,67,5
52,1011323,Sentinels,58,31,54,4
53,1009571,Sentry (Robert Reynolds),110,45,118,7
54,1011167,Ser Duncan,1,1,1,0
55,1009572,Serpent Society,9,7,10,3
56,1010345,Sersi,57,23,60,1
57,1009573,Shadow King,26,15,24,2
58,1010973,Shadow King (Age of Apocalypse),2,1,2,1
59,1009574,Shadowcat,15,11,15,0
60,1010975,Shadowcat (Age of Apocalypse),10,1,10,0
61,1010974,Shadowcat (Ultimate),9,5,13,0
62,1011406,Shadu the Shady,1,1,1,0
63,1009575,Shalla-bal,10,4,10,0
64,1009576,Shaman,48,11,54,2
65,1014979,Shane Yamada-Jones,0,0,0,0
66,1009577,Shang-Chi,115,63,268,6
67,1015001,Shang-Chi (Ultimate),8,5,10,0
68,1009578,Shanna the She-Devil,75,30,92,1
69,1010712,Shape,5,4,6,0
70,1009579,Shard,28,5,34,1
71,1009228,Sharon Carter,114,44,141,4
72,1010895,Sharon Ventura,9,4,17,0
73,1009580,Shatterstar,136,35,161,5
74,1017111,She-Hulk (HAS),1,1,1,0
75,1009583,She-Hulk (Jennifer Walters),494,161,567,15
76,1011392,She-Hulk (Lyra),24,6,32,3
77,1017331,She-Hulk (Marvel War of Heroes),0,0,0,0
78,1011393,She-Hulk (Ultimate),2,2,2,0
79,1015035,Shen,0,0,0,0
80,1011168,Sheva Callister,0,0,0,0
81,1011093,Shi'Ar,16,10,16,1
82,1011381,Shinko Yamashiro,0,0,0,0
83,1009582,Shinobi Shaw,5,3,6,0
84,1009584,Shiva,6,4,5,0
85,1011394,Shiver Man,1,1,1,0
86,1009585,Shocker (Herman Schultz),38,25,42,4
87,1010858,Shockwave,1,1,5,0
88,1010824,Shooting Star,1,1,1,0
89,1009586,Shotgun,4,4,3,0
90,1009587,Shriek,7,3,8,1
91,1009588,Sif,171,47,182,2
92,1010848,Silhouette,5,4,7,2
93,1017815,Silk (Cindy Moon),56,17,56,1
94,1010856,Silk Fever,0,0,0,0
95,1010339,Silver Centurion,0,0,0,0
96,1009589,Silver Fox,14,4,17,0
97,1009590,Silver Sable,70,30,79,0
98,1009591,Silver Samurai,39,22,32,0
99,1010976,Silver Samurai (Age of Apocalypse),13,2,13,0
0,1009592,Silver Surfer,541,175,790,13
1,1010864,Silverclaw,21,6,22,0
2,1009594,Silvermane,18,11,16,1
3,1010898,Sin,55,17,71,3
4,1011265,Sinister Six,33,10,38,1
5,1014975,Sir Ram,0,0,0,0
6,1010834,Siren (Earth-93060),0,0,0,0
7,1010745,Sister Grimm,7,3,7,1
8,1011223,Skaar,77,14,96,3
9,1017101,Skaar (HAS),1,1,1,0
10,1009598,Skin,12,7,13,1
11,1011157,Skreet,5,3,4,1
12,1009599,Skrulls,132,62,141,5
13,1015002,Skrulls (Ultimate),2,2,2,0
14,1009600,Skullbuster (Cylla Markham),3,3,3,0
15,1011057,Slapstick,32,10,35,5
16,1011070,Slayback,1,1,1,0
17,1009601,Sleeper,6,4,6,0
18,1010761,Sleepwalker,13,8,13,1
19,1009602,Slipstream,5,2,5,0
20,1010874,Slyde,1,1,1,0
21,1009603,Smasher (Vril Rokk),17,11,10,1
22,1010845,Smiling Tiger,0,0,0,0
23,1009606,Snowbird,48,12,68,3
24,1010855,Solo (James Bourne),21,10,20,1
25,1010693,Songbird,43,14,48,2
26,1011373,Sons of the Tiger,5,4,22,0
27,1009607,Spacker Dave,0,0,0,0
28,1010705,Spectrum,39,16,39,1
29,1010833,Speed,14,10,15,3
30,1011032,Speed Demon,7,5,8,0
31,1010694,Speedball (Robert Baldwin),40,12,49,3
32,1009605,Spencer Smythe,7,3,7,0
33,1011366,Sphinx (Anath-Na Mut),0,0,0,0
34,1010727,Spider-dok,0,0,0,0
35,1009157,Spider-Girl (Anya Corazon),68,18,77,2
36,1009609,Spider-Girl (May Parker),196,37,309,1
37,1017603,Spider-Gwen (Gwen Stacy),131,41,134,2
38,1011347,Spider-Ham (Larval Earth),52,21,53,0
39,1011054,Spider-Man (1602),44,5,79,0
40,1014873,Spider-Man (2099),66,21,66,0
41,1016452,Spider-Man (Ai Apaec),15,2,29,0
42,1014858,Spider-Man (Ben Reilly),65,20,66,1
43,1012200,Spider-Man (House of M),0,0,0,0
44,1017332,Spider-Man (LEGO Marvel Super Heroes),0,0,0,0
45,1011114,Spider-Man (Marvel Zombies),8,4,8,0
46,1017305,Spider-Man (Marvel: Avengers Alliance),0,0,0,0
47,1016181,Spider-Man (Miles Morales),342,101,354,2
48,1012295,Spider-Man (Noir),16,6,17,0
49,1009610,Spider-Man (Peter Parker),4167,1085,6159,38
50,1011377,Spider-Man (Takuya Yamashiro),0,0,0,0
51,1011010,Spider-Man (Ultimate),260,45,351,0
52,1010795,Spider-Woman (Charlotte Witter),11,6,14,1
53,1009608,Spider-Woman (Jessica Drew),288,94,301,14
54,1010794,Spider-Woman (Mattie Franklin),16,5,16,1
55,1009614,Spiral (Rita Wayword),50,22,52,4
56,1011158,Spirit,0,0,0,0
57,1010899,Spitfire,29,14,33,1
58,1009616,Spot,16,10,20,2
59,1011180,Sprite,0,0,0,0
60,1009617,Spyke,0,0,0,0
61,1014905,Squadron Sinister,9,3,9,0
62,1010814,Squadron Supreme (Earth-712),52,17,68,0
63,1010860,Squirrel Girl,123,46,126,2
64,1009618,Stacy X,37,19,36,1
65,1015003,Stacy X (Ultimate),2,1,2,0
66,1011307,Star Brand,31,11,46,1
67,1010733,Star-Lord (Peter Quill),99,38,142,4
68,1009621,Starbolt,9,6,6,1
69,1010764,Stardust,2,2,2,1
70,1011084,Starfox,38,15,41,1
71,1011341,Starhawk (Stakar Ogord),29,2,48,0
72,1011078,Starjammers,30,17,28,0
73,1009622,Stark Industries,0,0,0,0
74,1010828,Stature,32,13,30,3
75,1010889,Steel Serpent (Davos),16,5,19,0
76,1012230,Stegron,6,4,7,0
77,1011159,Stellaris,2,1,4,0
78,1009625,Stepford Cuckoos,43,14,44,5
79,1009615,Stephanie de la Spiroza,0,0,0,0
80,1010901,Stephen Strange,10,6,12,1
81,1010326,Steve Rogers,43,25,40,1
82,1009626,Stick,17,7,19,1
83,1009627,Stilt-Man (Wibur Day),10,9,13,0
84,1009628,Stingray (Walter Newell),33,15,35,2
85,1010327,Stone Men,0,0,0,0
86,1009629,Storm,859,221,998,30
87,1010979,Storm (Age of Apocalypse),12,3,11,1
88,1017309,Storm (Marvel Heroes),0,0,0,0
89,1010978,Storm (Ultimate),65,13,118,0
90,1011062,Stranger,7,6,5,0
91,1011051,Strong Guy,66,14,72,2
92,1009632,Stryfe,49,21,55,1
93,1011225,Stryfe (Ultimate),0,0,0,0
94,1010791,Sub-Mariner,565,175,790,14
95,1009631,Sue Storm,40,16,59,1
96,1011212,Sugar Man,4,2,4,1
97,1009635,Sumo,3,1,4,0
98,1009636,Sunfire,84,38,95,6
99,1010981,Sunfire (Age of Apocalypse),7,3,6,1
0,1009637,Sunset Bain,9,2,9,0
1,1009638,Sunspot,204,62,227,12
2,1015280,Super Hero Squad,16,5,30,0
3,1011022,Super-Adaptoid,12,9,15,0
4,1009639,Super-Skrull,31,22,35,3
5,1011232,Supernaut,11,2,19,1
6,1011160,Supreme Intelligence,15,6,17,0
7,1010695,Surge,27,10,36,1
8,1011477,Surtur,15,8,20,2
9,1011172,Susan Delgado,0,0,0,0
10,1011075,Swarm,2,2,2,0
11,1011017,Sway,1,1,1,0
12,1009640,Switch,4,1,5,0
13,1017852,Sword Master (Sword Master),25,7,25,0
14,1009641,Swordsman,60,25,56,4
15,1010982,Swordsman (Jacques Duquesne),4,2,4,1
16,1009642,Sym,2,1,3,0
17,1009643,Synch,18,12,18,1
18,1009644,T'Challa,8,5,7,0
19,1011042,Tag,10,4,12,0
20,1009646,Talisman (Elizabeth Twoyoungmen),10,2,10,1
21,1010753,Talkback (Chase Stein),6,3,6,1
22,1011395,Talon (Fraternity of Raptors),1,1,1,0
23,1011161,Talos,1,1,1,1
24,1011149,Tana Nile,6,2,6,1
25,1010713,Tarantula (Luis Alvarez),6,3,7,1
26,1011854,Tarantula (Maria Vasquez),2,1,2,0
27,1009647,Tarot,5,2,6,0
28,1009648,Taskmaster,107,46,128,6
29,1011115,Tattoo,0,0,0,0
30,1011896,Taurus (Cornelius van Lunt),1,1,1,0
31,1013504,Technarchy,0,0,0,0
32,1011000,Ted Forrester,0,0,0,0
33,1009650,Tempest,23,13,26,2
34,1011162,Tenebrous,2,1,2,1
35,1009651,Terrax,28,19,29,1
36,1011034,Terror,13,5,13,1
37,1010819,Texas Twister,3,3,4,0
38,1011003,Thaddeus Ross,12,1,23,0
39,1009652,Thanos,282,135,309,8
40,1015004,Thanos (Ultimate),5,2,7,0
41,1011083,The 198,0,0,0,0
42,1009653,The Anarchist,2,2,5,0
43,1009654,The Call,0,0,0,0
44,1010714,The Captain,0,0,0,0
45,1012080,The Collector (Taneleer Tivan),22,18,24,0
46,1011294,The Enforcers,2,2,3,0
47,1010728,The Executioner,0,0,0,0
48,1009655,The Fallen,0,0,0,0
49,1011219,The Fury,1,1,1,0
50,1010359,The Hand,42,23,53,4
51,1010715,The Hood,40,13,42,3
52,1011295,The Howling Commandos,4,2,4,0
53,1014986,The Hunter,0,0,0,0
54,1010998,The Initiative,18,2,24,2
55,1017103,The Leader (HAS),0,0,0,0
56,1011216,The Liberteens,1,1,2,1
57,1011215,The Liberty Legion,0,0,0,0
58,1011018,The Order,18,3,27,1
59,1009656,The Phantom,0,0,0,0
60,1009657,The Professor,6,2,5,0
61,1011211,The Renegades,2,2,1,1
62,1011110,The Santerians,0,0,0,0
63,1009658,The Shiver Man,0,0,0,0
64,1009659,The Spike,0,0,0,0
65,1009660,The Stranger,11,9,7,1
66,1011112,The Twelve,13,1,18,0
67,1009661,The Watchers,16,10,17,1
68,1011181,Thena,19,7,22,0
69,1009662,Thing,947,238,1200,23
70,1017313,Thing (Marvel Heroes),0,0,0,0
71,1010983,Thing (Ultimate),49,19,62,0
72,1009664,Thor,1826,532,2740,27
73,1017576,Thor (Goddess of Thunder),57,30,57,3
74,1017106,Thor (MAA),0,0,0,0
75,1017315,Thor (Marvel Heroes),0,0,0,0
76,1017328,Thor (Marvel War of Heroes),0,0,0,0
77,1017302,Thor (Marvel: Avengers Alliance),0,0,0,0
78,1011025,Thor (Ultimate),54,24,61,0
79,1010820,Thor Girl,16,3,19,4
80,1010885,Thunderball,14,10,13,1
81,1009666,Thunderbird (John Proudstar),33,21,30,2
82,1009667,Thunderbird (Neal Shaara),36,8,47,1
83,1009668,Thunderbolt (Bill Carver),1,1,1,0
84,1014812,Thunderbolt Ross,18,9,26,0
85,1010360,Thunderbolts,282,46,427,11
86,1011304,Thundra,16,11,20,2
87,1009669,Tiger Shark,24,15,31,1
88,1011237,Tiger's Beautiful Daughter,9,2,14,1
89,1009670,Tigra (Greer Nelson),127,44,149,12
90,1010857,Timeslip,0,0,0,0
91,1011345,Tinkerer,14,10,12,1
92,1011960,Tippy Toe,7,7,7,0
93,1010669,Titania,46,23,54,1
94,1009672,Titanium Man (Topolov),29,14,39,2
95,1009673,Toad,47,30,41,3
96,1009674,Toad Men,2,1,4,0
97,1011166,Tomas,0,0,0,0
98,1009675,Tombstone,46,21,56,0
99,1010328,Tomorrow Man,11,3,19,0
0,1009624,Tony Stark,46,28,58,4
1,1011309,Toro (Thomas Raymond),33,16,31,2
2,1009676,Toxin,8,3,13,0
3,1009692,Toxin (Eddie Brock),68,28,81,2
4,1010822,Trauma,19,2,25,4
5,1011978,Trevor Fitzroy,3,1,5,0
6,1010825,Triathlon,41,10,48,1
7,1009671,Trish Tilby,0,0,0,0
8,1010335,Triton,64,33,72,5
9,1011352,True Believers,5,1,5,0
10,1011047,Turbo,8,2,8,0
11,1009678,Tusk,6,3,7,0
12,1010852,Two-Gun Kid,135,7,459,0
13,1009679,Tyger Tiger,6,5,6,0
14,1010369,Typhoid Mary,44,19,55,2
15,1009680,Tyrannus,14,8,12,0
16,1011315,U-Foes,5,4,7,1
17,1009681,U-Go Girl,14,2,24,0
18,1009682,U.S. Agent,70,26,79,2
19,1009683,Uatu The Watcher,77,37,101,3
20,1010358,Ulik,41,12,50,1
21,1016825,Ultimate Spider-Man (USM),19,8,19,0
22,1010803,Ultimates,127,35,135,1
23,1009684,Ultimatum,17,9,18,0
24,1011311,Ultimo,7,3,12,0
25,1011125,Ultra-Adaptoid,1,1,1,0
26,1010847,Ultragirl (Earth-93060),1,1,1,0
27,1009685,Ultron,116,53,130,6
28,1009686,Umar,17,6,20,0
29,1010862,Unicorn,7,3,12,1
30,1010985,Union Jack (Brian Falsworth),4,3,4,0
31,1010696,Union Jack (Joseph Chapman),27,13,27,0
32,1010984,Union Jack (Montgomery Falsworth),19,4,18,0
33,1009687,Unus,12,10,8,1
34,1010987,Unus (Age of Apocalypse),1,1,1,1
